
New Run at  07/20/2016 19:55:51
, Time, RandomReward; LearnWReward
data,1230764400000,416;6575;1915
data,1270072800000,416;12105;1915
data,1207000800000,416;1249;1915
data,1170284400000,416;9322;1915
data,1283292000000,416;2183;1915
data,1191189600000,416;562;1916
data,1222812000000,416;9868;1916
data,1283292000000,416;16659;1916
data,1298934000000,416;1814;1917
data,1291158000000,416;10454;1917
data,1207000800000,416;14116;1918
data,1214863200000,416;5782;1918
data,1222812000000,416;276;1919
data,1214863200000,416;1601;1919
data,1272664800000,416;913;1919
data,1285884000000,416;58;1919
data,1298934000000,416;6287;1919
data,1212271200000,416;726;1919
data,1298934000000,416;16833;1919
data,1159653600000,416;1529;1919
data,1304690100937,416;302;1920
data,1293836400000,416;1097;1920
data,1230764400000,416;67;1921
data,1272664800000,416;11488;1921
data,1277935200000,416;1019;1921
data,1291158000000,416;2346;1922
data,1207000800000,416;756;1923
data,1270072800000,416;7818;1923
data,1293836400000,416;193;1923
data,1214863200000,416;3527;1924
data,1233442800000,416;2906;1925
data,1212271200000,416;997;1926
data,1212271200000,416;2449;1926
data,1209592800000,416;4252;1926
data,1233442800000,416;2478;1926
data,1233442800000,416;6130;1926
data,1225494000000,416;17479;1926
data,1283292000000,416;294;1926
data,1249077600000,416;707;1927
data,1191189600000,416;428;1928
data,1228086000000,416;298;1928
data,1249077600000,417;9425;1929
data,1272664800000,417;6800;1929
data,1304705563373,417;3889;1930
data,1262300400000,417;293;1931
data,1267398000000,417;9414;1931
data,1267398000000,417;5454;1931
data,1207000800000,418;8014;1931
data,1291158000000,418;5984;1931
data,1122847200000,418;416;1931
data,1293836400000,418;1547;1932
data,1277935200000,418;5124;1932
data,1296514800000,418;328;1932
data,1262300400000,418;11294;1932
data,1217541600000,418;2552;1933
data,1217541600000,418;7347;1933
data,1220220000000,418;1198;1933
data,1283292000000,418;192;1933
data,1270072800000,418;4977;1933
data,1267398000000,418;7075;1933
data,1275343200000,418;7047;1933
data,1122847200000,419;67;1934
data,1225494000000,419;300;1935
data,1304682212867,419;8479;1936
data,1214863200000,419;238;1937
data,1241128800000,419;592;1937
data,1193871600000,419;2936;1938
data,1249077600000,419;9913;1938
data,1212271200000,419;6162;1938
data,1154383200000,419;55;1939
data,1270072800000,419;12994;1939
data,1304606734683,419;6698;1940
data,1251756000000,419;535;1940
data,1249077600000,419;3775;1940
data,1296514800000,419;3565;1940
data,1222812000000,419;7193;1940
data,1293836400000,419;1360;1940
data,1293836400000,420;3563;1940
data,1235862000000,420;15844;1940
data,1228086000000,420;1573;1940
data,1204326000000,420;16833;1941
data,1204326000000,420;3557;1941
data,1220220000000,420;9642;1941
data,1230764400000,420;2265;1941
data,1167606000000,420;1772;1941
data,1214863200000,420;1098;1942
data,1204326000000,420;3601;1942
data,1293836400000,420;292;1943
data,1304605455616,420;13211;1943
data,1222812000000,420;4530;1943
data,1146434400000,420;6789;1944
data,1164927600000,420;75;1945
data,1262300400000,420;1130;1945
data,1204326000000,420;3354;1946
data,1257030000000,420;3303;1946
data,1151704800000,420;302;1946
data,1125525600000,420;3065;1946
data,1241128800000,420;10468;1946
data,1257030000000,420;3563;1946
data,1277935200000,421;163;1947
data,1280613600000,421;1196;1948
data,1291158000000,421;302;1949
data,1151704800000,421;3371;1949
data,1172703600000,421;377;1949
data,1267398000000,421;9298;1949
data,1204326000000,421;5759;1949
data,1154383200000,421;12356;1949
data,1183240800000,421;310;1950
data,1298934000000,421;12351;1950
data,1272664800000,421;9352;1950
data,1304675835248,421;998;1950
data,1288566000000,421;11302;1950
data,1199142000000,421;15216;1950
data,1270072800000,421;364;1951
data,1220220000000,421;6542;1951
data,1146434400000,421;13016;1951
data,1296514800000,421;543;1952
data,1193871600000,421;5325;1952
data,1272664800000,421;13854;1952
data,1193871600000,421;7032;1952
data,1275343200000,421;89;1953
data,1270072800000,421;2436;1953
data,1209592800000,421;546;1954
data,1285884000000,421;64;1955
data,1201820400000,421;10872;1955
data,1262300400000,421;1090;1956
data,1241128800000,421;5447;1956
data,1272664800000,421;3961;1956
data,1207000800000,421;3921;1956
data,1228086000000,421;18241;1956
data,1201820400000,421;13713;1956
data,1285884000000,421;15755;1956
data,1264978800000,421;6693;1957
data,1264978800000,421;937;1957
data,1277935200000,421;678;1957
data,1259622000000,421;77;1958
data,1220220000000,421;674;1958
data,1209592800000,421;8311;1958
data,1164927600000,421;18135;1958
data,1243807200000,421;9926;1958
data,1212271200000,421;6045;1958
data,1222812000000,421;6760;1958
data,1254348000000,421;15322;1958
data,1270072800000,421;6762;1958
data,1146434400000,421;9485;1958
data,1277935200000,421;3489;1958
data,1217541600000,421;2175;1958
data,1225494000000,421;888;1959
data,1267398000000,421;2211;1959
data,1193871600000,421;10808;1959
data,1293836400000,421;6757;1959
data,1264978800000,421;11104;1959
data,1225494000000,421;238;1959
data,1225494000000,422;265;1960
data,1209592800000,422;2856;1960
data,1241128800000,422;945;1960
data,1257030000000,422;4079;1961
data,1293836400000,422;14429;1961
data,1296514800000,422;2849;1962
data,1217541600000,422;16659;1962
data,1164927600000,422;36;1962
data,1283292000000,422;5467;1962
data,1251756000000,422;10214;1962
data,1167606000000,422;11139;1963
data,1254348000000,422;65;1964
data,1283292000000,422;4024;1964
data,1225494000000,422;2085;1964
data,1285884000000,422;6572;1964
data,1217541600000,422;299;1965
data,1177970400000,422;17570;1965
data,1235862000000,422;15481;1965
data,1136070000000,422;2350;1965
data,1296514800000,422;2811;1965
data,1291158000000,423;192;1965
data,1280613600000,423;4276;1965
data,1296514800000,423;55;1966
data,1241128800000,423;1705;1966
data,1304607720298,423;2351;1966
data,1212271200000,423;493;1966
data,1241128800000,423;185;1966
data,1175378400000,423;6493;1967
data,1167606000000,423;11285;1967
data,1249077600000,423;1513;1967
data,1246399200000,423;796;1967
data,1159653600000,423;13845;1967
data,1288566000000,423;1048;1967
data,1233442800000,423;11243;1967
data,1188597600000,423;2605;1968
data,1222812000000,423;14794;1968
data,1262300400000,423;12939;1968
data,1233442800000,423;4379;1968
data,1270072800000,423;604;1969
data,1235862000000,423;1358;1970
data,1298934000000,423;3117;1970
data,1304700117284,423;1386;1970
data,1285884000000,423;15371;1970
data,1249077600000,423;1416;1970
data,1257030000000,423;7194;1970
data,1207000800000,423;6403;1970
data,1262300400000,423;32;1970
data,1162335600000,423;16138;1970
data,1164927600000,423;4261;1970
data,1296514800000,424;5841;1971
data,1225494000000,424;4286;1971
data,1204326000000,424;16754;1971
data,1180648800000,424;8675;1971
data,1262300400000,424;12356;1971
data,1133391600000,424;13888;1971
data,1264978800000,424;6714;1971
data,1201820400000,424;2390;1971
data,1204326000000,424;9867;1971
data,1293836400000,424;6312;1971
data,1214863200000,424;10293;1971
data,1259622000000,424;3354;1971
data,1288566000000,424;4566;1971
data,1267398000000,424;536;1972
data,1275343200000,424;707;1973
data,1225494000000,424;17479;1973
data,1212271200000,424;864;1973
data,1262300400000,424;3813;1973
data,1241128800000,424;12939;1973
data,1267398000000,424;859;1973
data,1280613600000,424;13991;1973
data,1230764400000,424;603;1974
data,1162335600000,424;2940;1974
data,1283292000000,424;193;1974
data,1233442800000,424;981;1975
data,1304690124407,424;15865;1975
data,1293836400000,424;2780;1975
data,1212271200000,424;8003;1976
data,1275343200000,424;1687;1976
data,1125525600000,424;15586;1976
data,1128117600000,424;5452;1976
data,1138748400000,424;262;1976
data,1296514800000,424;7539;1976
data,1288566000000,424;18565;1976
data,1283292000000,424;12011;1976
data,1277935200000,424;637;1976
data,1222812000000,424;5068;1976
data,1304692308686,424;5688;1976
data,1222812000000,424;9146;1977
data,1293836400000,424;11416;1977
data,1201820400000,424;6548;1977
data,1254348000000,424;5547;1978
data,1288566000000,424;3509;1978
data,1257030000000,424;2869;1978
data,1251756000000,424;289;1979
data,1285884000000,424;4460;1979
data,1283292000000,424;14055;1979
data,1230764400000,424;2861;1979
data,1167606000000,424;6429;1979
data,1204326000000,424;532;1979
data,1243807200000,424;802;1979
data,1264978800000,424;17426;1979
data,1283292000000,424;10650;1979
data,1217541600000,424;1019;1980
data,1233442800000,424;3369;1980
data,1272664800000,424;1397;1980
data,1277935200000,424;11293;1980
data,1167606000000,424;5216;1980
data,1235862000000,424;9351;1980
data,1285884000000,425;16109;1980
data,1280613600000,425;299;1980
data,1277935200000,425;440;1980
data,1267398000000,425;8312;1980
data,1275343200000,425;15537;1980
data,1243807200000,425;2393;1981
data,1304698320545,426;6336;1981
data,1267398000000,426;4388;1981
data,1283292000000,426;2859;1981
data,1143842400000,426;4705;1981
data,1188597600000,426;11481;1981
data,1246399200000,426;343;1981
data,1233442800000,426;958;1981
data,1280613600000,426;7431;1981
data,1304695409439,426;12477;1982
data,1222812000000,426;10487;1982
data,1280613600000,426;6169;1982
data,1291158000000,427;3285;1982
data,1262300400000,427;6811;1982
data,1277935200000,427;10752;1982
data,1188597600000,427;3588;1982
data,1209592800000,427;6812;1982
data,1293836400000,427;4179;1982
data,1136070000000,427;4830;1982
data,1222812000000,427;2605;1982
data,1277935200000,427;5163;1982
data,1204326000000,427;9658;1982
data,1122847200000,427;11833;1982
data,1280613600000,427;18142;1982
data,1288566000000,427;4545;1983
data,1270072800000,427;17348;1983
data,1157061600000,427;5165;1983
data,1217541600000,428;351;1983
data,1267398000000,428;16205;1983
data,1296514800000,428;16628;1983
data,1207000800000,428;1811;1983
data,1283292000000,428;2129;1983
data,1246399200000,428;7835;1983
data,1267398000000,428;2175;1983
data,1209592800000,428;84;1983
data,1257030000000,428;16745;1983
data,1296514800000,428;11220;1983
data,1196463600000,428;717;1984
data,1214863200000,428;172;1985
data,1233442800000,428;11769;1985
data,1283292000000,428;67;1986
data,1254348000000,428;2745;1986
data,1243807200000,428;2873;1986
data,1283292000000,428;2442;1987
data,1212271200000,428;2681;1987
data,1154383200000,428;7796;1987
data,1162335600000,428;4268;1987
data,1214863200000,428;5794;1987
data,1254348000000,428;9412;1987
data,1298934000000,428;8298;1987
data,1180648800000,428;2953;1987
data,1212271200000,428;2843;1987
data,1264978800000,428;3121;1987
data,1235862000000,428;7343;1987
data,1257030000000,428;9338;1987
data,1249077600000,428;7334;1987
data,1254348000000,428;6638;1987
data,1259622000000,428;562;1987
data,1280613600000,428;72;1988
data,1222812000000,428;18198;1988
data,1270072800000,428;12505;1988
data,1283292000000,428;15890;1988
data,1243807200000,428;69;1988
data,1193871600000,428;2349;1988
data,1251756000000,428;1492;1988
data,1222812000000,428;1342;1989
data,1283292000000,428;12723;1989
data,1220220000000,428;4073;1989
data,1280613600000,428;355;1989
data,1191189600000,428;176;1989
data,1196463600000,428;5667;1989
data,1230764400000,428;13690;1989
data,1177970400000,428;718;1990
data,1296514800000,428;2607;1990
data,1272664800000,429;1052;1990
data,1277935200000,429;70;1990
data,1222812000000,429;13308;1990
data,1280613600000,429;1540;1990
data,1183240800000,429;7279;1990
data,1212271200000,429;835;1990
data,1296514800000,429;1705;1990
data,1180648800000,429;8555;1990
data,1251756000000,429;16401;1990
data,1291158000000,430;3502;1990
data,1251756000000,430;17256;1990
data,1259622000000,430;4500;1990
data,1175378400000,430;9868;1990
data,1246399200000,430;2436;1990
data,1230764400000,430;7277;1990
data,1220220000000,430;1885;1990
data,1222812000000,430;11329;1990
data,1230764400000,430;238;1990
data,1225494000000,430;4004;1990
data,1233442800000,430;228;1990
data,1291158000000,430;13834;1990
data,1241128800000,430;3938;1990
data,1291158000000,430;2183;1990
data,1183240800000,430;11839;1990
data,1270072800000,430;3466;1991
data,1275343200000,430;7803;1991
data,1304605843408,430;212;1992
data,1230764400000,430;12351;1992
data,1243807200000,430;927;1992
data,1280613600000,430;1399;1992
data,1288566000000,430;2933;1992
data,1241128800000,430;6528;1992
data,1283292000000,430;1263;1992
data,1304597061402,430;11502;1992
data,1204326000000,430;9507;1992
data,1259622000000,430;7730;1992
data,1175378400000,430;13362;1992
data,1225494000000,430;11881;1992
data,1257030000000,430;1098;1993
data,1209592800000,430;75;1993
data,1225494000000,430;4920;1993
data,1280613600000,430;802;1994
data,1283292000000,430;5319;1994
data,1217541600000,430;3027;1994
data,1254348000000,430;1097;1994
data,1291158000000,430;289;1995
data,1220220000000,430;2506;1995
data,1241128800000,430;18724;1995
data,1228086000000,430;17730;1995
data,1235862000000,430;3880;1996
data,1204326000000,430;3540;1997
data,1204326000000,430;2849;1997
data,1259622000000,430;67;1997
data,1188597600000,430;296;1997
data,1283292000000,431;662;1997
data,1275343200000,431;5165;1997
data,1264978800000,431;6850;1997
data,1262300400000,432;814;1998
data,1196463600000,432;1198;1998
data,1199142000000,432;6797;1998
data,1304600316302,432;2849;1998
data,1262300400000,432;1369;1998
data,1172703600000,432;485;1999
data,1199142000000,432;1015;2000
data,1225494000000,432;2025;2000
data,1254348000000,432;11772;2000
data,1230764400000,432;1416;2000
data,1267398000000,433;4993;2001
data,1298934000000,433;4180;2001
data,1175378400000,433;67;2002
data,1220220000000,433;5412;2002
data,1209592800000,433;13214;2002
data,1291158000000,433;9433;2002
data,1283292000000,434;17825;2002
data,1272664800000,434;288;2002
data,1204326000000,434;4880;2002
data,1230764400000,434;253;2002
data,1243807200000,434;10953;2002
data,1209592800000,434;14239;2002
data,1146434400000,434;11577;2002
data,1270072800000,434;2854;2002
data,1204326000000,434;11115;2002
data,1199142000000,434;7324;2002
data,1291158000000,434;1281;2002
data,1180648800000,434;6362;2002
data,1288566000000,434;12911;2002
data,1272664800000,434;227;2003
data,1280613600000,435;5412;2003
data,1217541600000,435;289;2004
data,1230764400000,435;16394;2004
data,1285884000000,435;3955;2004
data,1283292000000,435;9146;2004
data,1125525600000,435;405;2005
data,1288566000000,435;2189;2005
data,1207000800000,435;10302;2005
data,1293836400000,435;1412;2005
data,1285884000000,435;2732;2005
data,1225494000000,435;3331;2005
data,1204326000000,435;1731;2006
data,1270072800000,435;12485;2006
data,1246399200000,435;11768;2006
data,1272664800000,435;3588;2006
data,1233442800000,435;9242;2006
data,1238536800000,435;206;2007
data,1204326000000,435;2894;2008
data,1212271200000,435;11062;2008
data,1212271200000,435;11918;2008
data,1193871600000,435;9253;2008
data,1201820400000,435;2681;2008
data,1283292000000,435;2206;2008
data,1138748400000,435;7334;2008
data,1201820400000,435;7722;2008
data,1298934000000,435;1046;2008
data,1214863200000,435;3988;2009
data,1225494000000,435;8247;2009
data,1296514800000,435;2787;2009
data,1162335600000,435;13719;2009
data,1235862000000,435;1001;2010
data,1151704800000,435;14632;2010
data,1304684825033,435;72;2011
data,1204326000000,435;6187;2011
data,1159653600000,435;10847;2012
data,1280613600000,435;697;2012
data,1217541600000,435;8498;2012
data,1293836400000,435;2457;2012
data,1262300400000,435;3800;2012
data,1225494000000,435;5018;2012
data,1233442800000,435;1574;2012
data,1304678628334,435;238;2012
data,1243807200000,435;1414;2012
data,1304671570697,435;4460;2012
data,1146434400000,436;10038;2012
data,1264978800000,436;464;2013
data,1304601227291,436;11780;2013
data,1196463600000,436;13394;2013
data,1122847200000,436;434;2013
data,1172703600000,436;4895;2014
data,1162335600000,436;8312;2014
data,1246399200000,436;8246;2014
data,1162335600000,436;3768;2014
data,1264978800000,437;13074;2014
data,1296514800000,437;157;2015
